Name,Category,Rating,ReviewsCount,Phone,Address,Website,GoogleMapsURL,Description,SourceFile
Morgan Pediatrics,Pediatrician,3.8,39,(205) 785-7337,·,"https://www.google.com/maps/dir//Morgan+Pediatrics,+2010+Avenue+F,+Birmingham,+AL+35218/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891df34d77f19f:0x48e80762dbd5c339?sa=X&ved=1t:57443&ictx=111",,"""We felt very welcomed, took good care of my baby girl!""",google (1).csv
Stansell B Keith MD,Pediatrician,5.0,4,(205) 879-7888,·,"https://www.google.com/maps/dir//Stansell+B+Keith+MD,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795f05354d:0x57eee934352f07e0?sa=X&ved=1t:57443&ictx=111",http://alaped.com/,,google (1).csv
Pediatrics Specialist,Doctor,5.0,1,(205) 957-1014,,"https://www.google.com/maps/dir//Pediatrics+Specialist,+2700+Commerce+Cir,+Irondale,+AL+35210/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888911b292e1c1ab:0x3d7e58e997e5986e?sa=X&ved=1t:57443&ictx=111",,,google (1).csv
Mizerany Kristin F MD,Pediatrician,5.0,3,(205) 329-7200,·,"https://www.google.com/maps/dir//Mizerany+Kristin+F+MD,+Children's+Midtown+Center,+1400+4th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bedb83bf093:0xe74c9aaa31cdf06b?sa=X&ved=1t:57443&ictx=111",http://www.childrensal.org/,"""Dr. M is the best  in the state as far as I’m concerned.""",google (1).csv
"Dr. Liesel T. French, MD",Pediatrician,5.0,1,(205) 933-2750,·,"https://www.google.com/maps/dir//Dr.+Liesel+T.+French,+MD,+806+St+Vincents+Dr+%23615,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb620d677f1:0x340d847f3962d3c2?sa=X&ved=1t:57443&ictx=111",http://www.birminghampeds.com/,"""She’s such a great doctor, so knowledgeable, patient and proactive.""",google (1).csv
"Dr. Patrick N. Farr, MD",Pediatrician,5.0,2,(205) 933-2750,·,"https://www.google.com/maps/dir//Dr.+Patrick+N.+Farr,+MD,+806+St+Vincents+Dr+%23615,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb620d677f1:0x3ef3b9c01892cee8?sa=X&ved=1t:57443&ictx=111",,"""ALWAYS KIND, CARING AND PROFESSIONAL.""",google (1).csv
"Metro Pediatrics: Derrol Dawkins, MD",Pediatrician,4.3,11,(205) 941-1414,·,"https://www.google.com/maps/dir//Metro+Pediatrics:+Derrol+Dawkins,+MD,+401+Valley+Ave,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889194cef1df0d3:0x61e7449b288fe667?sa=X&ved=1t:57443&ictx=111",https://metropeds.org/,"""I have been going to Dr. Dawkins since I was born!""",google (1).csv
Levin Robert A MD,Pediatrician,5.0,9,(205) 879-7888,·,"https://www.google.com/maps/dir//Levin+Robert+A+MD,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795f05354d:0x5b6c2aa99e1126?sa=X&ved=1t:57443&ictx=111",,,google (1).csv
"Dr. Christina C. Cordell, MD",Pediatrician,,,(205) 939-1250,·,"https://www.google.com/maps/dir//Dr.+Christina+C.+Cordell,+MD,+805+Saint+Vincent's+Dr,+%23410,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb63b0dcf2d:0xd4666f4fb704d0ab?sa=X&ved=1t:57443&ictx=111",http://redmontped.com/,,google (1).csv
James Heath Pelham,Pediatrician,5.0,1,,4.2 mi · 2815 Independence Dr,"https://www.google.com/maps/dir//James+Heath+Pelham,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795e500001:0x3b5c4e662669e655?sa=X&ved=1t:57443&ictx=111",,,google (1).csv
Children's of Alabama - Pediatric ENT Associates,Pediatrician,3.8,12,(205) 638-4949,·,"https://www.google.com/maps/dir//Children's+of+Alabama+-+Pediatric+ENT+Associates,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891beb951dfad5:0x7b05eb876cf49f22?sa=X&ved=1t:57443&ictx=111",https://www.pediatricentassociates.com/?utm_source=seo_gmb&utm_medium=gmb&utm_campaign=home_page,,google (1).csv
,,,,,,,,,google (1).csv
Johnson Stone Linda MD,Pediatrician,,,,4.2 mi · 3300 Cahaba Rd,,"https://www.google.com/maps/dir//Johnson+Stone+Linda+MD,+3300+Cahaba+Rd,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919928392f955:0x906cf312a0cac572?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Clayton Dugan,Pediatrician,,,,8.5 mi · 101 Eagle Ridge Dr,https://www.childrensal.org/provider/clayton-dugan-md,"https://www.google.com/maps/dir//Clayton+Dugan,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889164403cefe0f:0xec1276a822eba297?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Mayfair Medical Group: Mc Cain Jennifer E MD,Doctor,4.3,3,,4.6 mi · 3401 Independence Dr,,"https://www.google.com/maps/dir//Mayfair+Medical+Group:+Mc+Cain+Jennifer+E+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0x846444a03dda31e8?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Angelica Rohner Pediatric Dentistry,Pediatric dentist,4.9,141,,"4.9 mi · Homewood, AL",https://www.drrohner.com/,"https://www.google.com/maps/dir//Angelica+Rohner+Pediatric+Dentistry,+2045+Brookwood+Medical+Center+Dr+Suite+21,+Homewood,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889199813abbc83:0xe1e1bc78a527c513?sa=X&ved=1t:57443&ictx=111","""They were so patient with my son throughout the entire visit.""",google (10).csv
Waldo Bryson MD,Pediatrician,,,,8.5 mi · 101 Eagle Ridge Dr,https://weence.com/medical/doctors/birmingham/waldo-bryson-md/,"https://www.google.com/maps/dir//Waldo+Bryson+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0x745b7380967238d6?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Greenvale Pediatrics: Dudgeon Brian MD,Pediatrician,,,,8.5 mi · 101 Eagle Ridge Dr,https://www.childrensal.org/provider/brian-dudgeon-md,"https://www.google.com/maps/dir//Greenvale+Pediatrics:+Dudgeon+Brian+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0xd4925c2190a0bf55?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Greenvale Pediatrics: Bashinsky Robert B MD,Doctor,,,,8.5 mi · 101 Eagle Ridge Dr,https://www.childrensal.org/greenvale-pediatrics,"https://www.google.com/maps/dir//Greenvale+Pediatrics:+Bashinsky+Robert+B+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0x4b289e16545401ab?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Anglin Pediatric & Family Dentistry,Pediatric dentist,5.0,1.6K,,"11.6 mi · Hoover, AL",https://www.anglinpediatricandfamilydentistry.com/?utm_campaign=gmb,"https://www.google.com/maps/dir//Anglin+Pediatric+%26+Family+Dentistry,+3825+Lorna+Rd+%23206,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889223c34944cef:0xcc62701f0e6a6f98?sa=X&ved=1t:57443&ictx=111","""Made my son feel relaxed, gave great tips and tricks for dental care.""",google (10).csv
Dr. Stephen Wright,Pediatrician,5.0,1,,"13.4 mi · Hoover, AL",,"https://www.google.com/maps/dir//Dr.+Stephen+Wright,+5295+Preserve+Pkwy+Suite+100,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888921a0dbe4b7e1:0xd4b8a9a1e3055039?sa=X&ved=1t:57443&ictx=111","""Love everything about how he is with my children.""",google (10).csv
Pediatric Ent Associates: Morgan William L MD,Doctor,,,,8.3 mi · 1940 Elmer J Bissell Rd,https://www.childrensal.org/services/pediatric-ent-associates,"https://www.google.com/maps/dir//Pediatric+Ent+Associates:+Morgan+William+L+MD,+1940+Elmer+J+Bissell+Rd,+Birmingham,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186cb000e041:0x32363d232de23389?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Alabama Pediatric Dentistry,Pediatric dentist,4.5,22,,"4.7 mi · Homewood, AL",http://www.alabamapediatricdentistry.com/,"https://www.google.com/maps/dir//Alabama+Pediatric+Dentistry,+3500+Independence+Dr+%23100,+Homewood,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197c647751b1:0xf7ddb4fb1d8c8d7a?sa=X&ved=1t:57443&ictx=111","""She was very patient and distracted him through the scary parts.""",google (10).csv
Cahaba Valley Pediatric Dentistry,Pediatric dentist,4.9,365,,12.3 mi · 141 Narrows Dr,https://cvpd.com/,"https://www.google.com/maps/dir//Cahaba+Valley+Pediatric+Dentistry,+141+Narrows+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88893dde13804599:0xa3cb85c8b0a89b59?sa=X&ved=1t:57443&ictx=111","""Everyone was kind and knowledgeable to what being done for my little ones.""",google (10).csv
Dr. Gretel Russell,Pediatrician,,,,4.6 mi · 3401 Independence Dr,https://www.childrensal.org/provider/gretel-russell-md-faap,"https://www.google.com/maps/dir//Dr.+Gretel+Russell,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891977174cc0fb:0xe3ca593934d54eac?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Greenvale Pediatrics: Cosgrove Annette MD,Pediatric gastroenterologist,,,,8.5 mi · 101 Eagle Ridge Dr,http://www.childrensal.org/,"https://www.google.com/maps/dir//Greenvale+Pediatrics:+Cosgrove+Annette+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0xc13901f76c4b78a8?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Birmingham Doctors,Doctor,5.0,2,,8.3 mi · 2500 Acton Rd,http://birminghamdoctors.com/,"https://www.google.com/maps/dir//Birmingham+Doctors,+2500+Acton+Rd,+Birmingham,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891b8d7a97f26d:0x1ffeaea237a8df6c?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Dr. Jeffrey Flannery,Pediatric dentist,,,,9.2 mi · 6930 Cahaba Valley Rd #200,http://www.ompediatricdentistry.com/,"https://www.google.com/maps/dir//Dr.+Jeffrey+Flannery,+6930+Cahaba+Valley+Rd+%23200,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889166cd60f1c23:0xaff672697af66600?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Greenvale Pediatrics: Morgan Will MD,Pediatrician,,,,"13.4 mi · Hoover, AL",https://www.childrensal.org/greenvale-pediatrics,"https://www.google.com/maps/dir//Greenvale+Pediatrics:+Morgan+Will+MD,+5295+Preserve+Pkwy,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889226b9cc93b29:0xe4ceddba577fad77?sa=X&ved=1t:57443&ictx=111",,google (10).csv
April Irons,Pediatrician,,,,8.5 mi · 101 Eagle Ridge Dr,,"https://www.google.com/maps/dir//April+Irons,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889164403cefe0f:0x3582f695ee9c2e90?sa=X&ved=1t:57443&ictx=111",,google (10).csv
Summit Smiles Pediatric Dentistry,Pediatric dentist,5.0,143,,"5.4 mi · Vestavia Hills, AL",http://www.summitsmiles.com/,"https://www.google.com/maps/dir//Summit+Smiles+Pediatric+Dentistry,+4213+Dolly+Ridge+Rd,+Vestavia+Hills,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888917638b1a2869:0x9b6a1203ed16842c?sa=X&ved=1t:57443&ictx=111","""They were so patient and talked my daughter and myself through everything!""",google (10).csv
Steinmetz Pediatric Dentistry,Pediatric dentist,5.0,120,,"6.2 mi · Vestavia Hills, AL",http://www.steinmetzpediatricdentistry.org/,"https://www.google.com/maps/dir//Steinmetz+Pediatric+Dentistry,+521+Montgomery+Hwy+%23125,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891905b636b529:0x874b9a63ac91a9ff?sa=X&ved=1t:57443&ictx=111","""They treat my daughter with such care!""",google (10).csv
American Family Care Montclair,Urgent care center,4.3,1.6K,(205) 956-9192,·,https://www.google.com/aclk?sa=L&ai=DChsSEwj4kMvAooiQAxVIsgMAHQ5eFJoYACICCAEQARoCb2E&co=1&ase=2&gclid=CjwKCAjw6P3GBhBVEiwAJPjmLgXh4qPwAc9hdM8QeoqlkRC7AvJKVErZmiXFKlrbSWBaSYzS0rk7WxoCwrcQAvD_BwE&cid=CAASN-Ro2O_55I1fUPyoPj_qSgy-Yy6O4vRtz9KwTB0iyjkC-Z7XTejcnzORDAfxhUyUvcsX7AIywZE&cce=2&category=acrcp_v1_32&sig=AOD64_0i0PUx9leEUf6QEzLka6qP13fspg&ctype=50&q=&ved=2ahUKEwiqwMXAooiQAxXH3skDHYflEPgQhawBegQIHRAR&adurl=,https://www.google.com/aclk?sa=L&ai=DChsSEwj4kMvAooiQAxVIsgMAHQ5eFJoYACICCAEQABoCb2E&co=1&ase=2&gclid=CjwKCAjw6P3GBhBVEiwAJPjmLtBFkieqwN062V_HKeq6RIrWtQ-7SUJoBqrMeLO1799oNeZeMsMkqRoCJoAQAvD_BwE&cid=CAASN-Ro2O_55I1fUPyoPj_qSgy-Yy6O4vRtz9KwTB0iyjkC-Z7XTejcnzORDAfxhUyUvcsX7AIywZE&cce=2&category=acrcp_v1_32&sig=AOD64_0n5zamVu45qrq4KN5g_uKk5tOMEA&q=&nis=4&ctype=99&ved=2ahUKEwiqwMXAooiQAxXH3skDHYflEPgQhKwBegQIHRAQ&adurl=,,google (11).csv
Birmingham Pediatric Associates,Pediatrician,4.9,792,(205) 933-2750,·,"https://www.google.com/maps/dir//Birmingham+Pediatric+Associates,+806+St+Vincents+Dr+%23615,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb620d677f1:0xc99e138c4d989792?sa=X&ved=1t:57443&ictx=111",http://www.birminghampeds.com/,"""They listen to the children and the parents and that’s very comforting.""",google (11).csv
Redmont Pediatric Associates,Pediatrician,4.9,133,(205) 939-1250,·,"https://www.google.com/maps/dir//Redmont+Pediatric+Associates,+805+St+Vincents+Dr,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb63b0dcf2d:0xf6a315e43ced0ea7?sa=X&ved=1t:57443&ictx=111",https://www.redmontped.com/,"""Patient, understanding and knowledgeable staff and physicians.""",google (11).csv
Alabama Pediatrics,Pediatrician,4.0,41,(205) 879-7888,·,"https://www.google.com/maps/dir//Alabama+Pediatrics,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795f05354d:0xe92408786cde6f95?sa=X&ved=1t:57443&ictx=111",http://alaped.com/,"""Our son has severe nonverbal autism and they perfectly accommodate us!""",google (11).csv
Magnolia Pediatrics,Pediatrician,4.2,43,(205) 930-9500,·,"https://www.google.com/maps/dir//Magnolia+Pediatrics,+1621+11th+Ave+S+Suite+100,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc2b2815d9b:0x76a5c2501f52d051?sa=X&ved=1t:57443&ictx=111",http://magnolia-pediatrics.jany.io/,"""My husband and his family have all taken the kids here since forever.""",google (11).csv
"Dr. Paul S Scalici, MD",Internist,4.9,461,(205) 595-5504,·,"https://www.google.com/maps/dir//Dr.+Paul+S+Scalici,+MD,+805+St+Vincents+Dr+Suite+510,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb63b0dcf2d:0xfb32a26e26acfc49?sa=X&ved=1t:57443&ictx=111",http://www.sealeharris.com/,"""He and his staff are very kind and knowledgeable with little wait time.""",google (11).csv
Over The Mountain Pediatrics,Pediatrician,3.7,68,(205) 870-7292,·,"https://www.google.com/maps/dir//Over+The+Mountain+Pediatrics,+3300+Cahaba+Rd+%23+100,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919928392f955:0x6377623f6381c637?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/over-the-mountain-pediatrics,"""She has always been fabulous and addressed all questions and concerns.""",google (11).csv
"Children's Medical Group, P.C.",Pediatrician,3.7,39,(205) 251-4141,·,"https://www.google.com/maps/dir//Children's+Medical+Group,+P.C.,+2316+7th+Ave+S+%23100,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc76fc8bd65:0x35acf8513fe64a5f?sa=X&ved=1t:57443&ictx=111",http://www.childrensmedicalgroupbham.com/,"""Thank you wonderful ladies for always taking great care of my babies!""",google (11).csv
Amamoo Paul a MD,Pediatrician,5.0,10,(205) 930-9500,·,"https://www.google.com/maps/dir//Amamoo+Paul+a+MD,+1621+11th+Ave+S,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc2b2815d9b:0x1091b4057b1aef56?sa=X&ved=1t:57443&ictx=111",,,google (11).csv
Mayfair Medical Group,Pediatrician,3.4,54,(205) 870-1273,·,"https://www.google.com/maps/dir//Mayfair+Medical+Group,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0x6db9ebf8a89a7d6a?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/mayfair-medical-group,"""We see Dr. Owens and he is wonderful with our daughter.""",google (11).csv
Dr. Riley Pediatrics,Pediatrician,3.1,8,(833) 337-4539,·,,https://www.doctorrileypeds.com/,"""She truly cares about my daughter’s wellbeing.""",google (11).csv
"Dr. Judith T. Habeeb, MD",Pediatrician,5.0,5,(205) 870-1273,,"https://www.google.com/maps/dir//Dr.+Judith+T.+Habeeb,+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0x124c4c43a5405dfa?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/provider/judith-habeeb-md,"""My daughter was always in the best care with her and the staff.""",google (11).csv
"Dr. Stacey S. Gilbert, MD",Pediatrician,4.0,2,(205) 870-1273,·,"https://www.google.com/maps/dir//Dr.+Stacey+S.+Gilbert,+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0xd17c3598c2c30f31?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/provider/stacey-gilbert-md,,google (11).csv
Liberty Park Children's Dentistry,Pediatric dentist,5.0,398,(205) 403-5423,·,https://www.google.com/aclk?sa=L&ai=DChsSEwiS0ejEooiQAxUhdX8AHTUWAtUYACICCAEQCRoCb2E&co=1&ase=2&gclid=CjwKCAjw6P3GBhBVEiwAJPjmLhiEJ7jAs9M9GYmz0a9P8d4mfeQajkKVi4c5vlfil2RtSdx9PLDBTBoC9e0QAvD_BwE&cid=CAASN-Row-cpMB21ytNfKk3jLbnPwDEhpgRNtncEeP70sMu_zWz0lhuXaz3KZNDbqVPT-o0nXfn7GfA&cce=2&category=acrcp_v1_32&sig=AOD64_2gmwFnxMhjduD8QZ5sqThmHm6OnQ&ctype=50&q=&ved=2ahUKEwjZquLEooiQAxUG5MkDHVI6CRw4FBCFrAF6BAgcEBE&adurl=,https://www.google.com/aclk?sa=L&ai=DChsSEwiS0ejEooiQAxUhdX8AHTUWAtUYACICCAEQCBoCb2E&co=1&ase=2&gclid=CjwKCAjw6P3GBhBVEiwAJPjmLgGUXmbm0WSxTgFFhpaKepI9YWcjWvsZNsuix-8UoDd-uH1uwJE3qxoCNoUQAvD_BwE&cid=CAASN-Row-cpMB21ytNfKk3jLbnPwDEhpgRNtncEeP70sMu_zWz0lhuXaz3KZNDbqVPT-o0nXfn7GfA&cce=2&category=acrcp_v1_32&sig=AOD64_3lIaHp-bdQuRnki6-aNSInbmcXyA&q=&nis=4&ctype=99&ved=2ahUKEwjZquLEooiQAxUG5MkDHVI6CRw4FBCErAF6BAgcEBA&adurl=,,google (12).csv
"Dr. Jacqueline W. Stewart, MD",Pediatrician,3.9,7,(205) 930-9500,,,"https://www.google.com/maps/dir//Dr.+Jacqueline+W.+Stewart,+MD,+1621+11th+Ave+S,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc2b2815d9b:0x512d372266a79737?sa=X&ved=1t:57443&ictx=111",,google (12).csv
